,fullname,html,is_retweet,likes,replies,retweet_id,retweeter_userid,retweeter_username,retweets,text,timestamp,timestamp_epochs,tweet_id,tweet_url,user_id,username
31,IEMBot LWX,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">LWX continues Flash <strong>Flood</strong> Warning for Shenandoah [VA] till Jul 21, 9:30 PM EDT <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://mesonet.agron.iastate.edu/vtec/f/2019-O-CON-KLWX-FF-W-0028"" dir=""ltr"" href=""https://t.co/Wc9MbnQ5qN"" rel=""nofollow noopener"" target=""_blank"" title=""https://mesonet.agron.iastate.edu/vtec/f/2019-O-CON-KLWX-FF-W-0028""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">mesonet.agron.iastate.edu/vtec/f/2019-O-</span><span class=""invisible"">CON-KLWX-FF-W-0028</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,"LWX continues Flash Flood Warning for Shenandoah [VA] till Jul 21, 9:30 PM EDT https://mesonet.agron.iastate.edu/vtec/f/2019-O-CON-KLWX-FF-W-0028 …",2019-07-21 23:59:10,1563753550,1153092083466612736,/iembot_lwx/status/1153092083466612736,34929056,iembot_lwx
32,West Virginia WX Bot,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">LWX continues Flash <strong>Flood</strong> Warning for Shenandoah [VA] till Jul 21, 9:30 PM EDT <a class=""twitter-timeline-link"" data-expanded-url=""https://mesonet.agron.iastate.edu/vtec/f/2019-O-CON-KLWX-FF-W-0028"" dir=""ltr"" href=""https://t.co/JpSG3fFDwd"" rel=""nofollow noopener"" target=""_blank"" title=""https://mesonet.agron.iastate.edu/vtec/f/2019-O-CON-KLWX-FF-W-0028""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">mesonet.agron.iastate.edu/vtec/f/2019-O-</span><span class=""invisible"">CON-KLWX-FF-W-0028</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,"LWX continues Flash Flood Warning for Shenandoah [VA] till Jul 21, 9:30 PM EDT https://mesonet.agron.iastate.edu/vtec/f/2019-O-CON-KLWX-FF-W-0028 …",2019-07-21 23:59:10,1563753550,1153092083424649217,/westvirginia_wx/status/1153092083424649217,787394256759578624,westvirginia_wx
33,Online Articles,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Assam <strong>floods</strong>: Army organises medical, veterinary camps to check waterborne diseases <a class=""twitter-timeline-link"" data-expanded-url=""https://onlinearticles.net/assam-floods-army-organises-medical-veterinary-camps-to-check-waterborne-diseases/"" dir=""ltr"" href=""https://t.co/O2vtJ3O1wB"" rel=""nofollow noopener"" target=""_blank"" title=""https://onlinearticles.net/assam-floods-army-organises-medical-veterinary-camps-to-check-waterborne-diseases/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">onlinearticles.net/assam-floods-a</span><span class=""invisible"">rmy-organises-medical-veterinary-camps-to-check-waterborne-diseases/</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,"Assam floods: Army organises medical, veterinary camps to check waterborne diseases https://onlinearticles.net/assam-floods-army-organises-medical-veterinary-camps-to-check-waterborne-diseases/ …",2019-07-21 23:59:02,1563753542,1153092049614397440,/OnlineArtilces/status/1153092049614397440,1075435745857290240,OnlineArtilces
34,いさな,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">ORAS発売から4年以上たち、やっと今おきがえピカチュウを手に入れたいさな。なお完全な不意打ちだったため性格や個体値の厳選ができず恨みをいだいているようだ。</p>",0,0,0,,,,0,ORAS発売から4年以上たち、やっと今おきがえピカチュウを手に入れたいさな。なお完全な不意打ちだったため性格や個体値の厳選ができず恨みをいだいているようだ。,2019-07-21 23:59:00,1563753540,1153092040030244865,/flood_NIX/status/1153092040030244865,2810574464,flood_NIX
35,Dan Ebner,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Flash <strong>flooding</strong> could become quite a concern in southwestern MO this evening and overnight. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/MOwx?src=hash""><s>#</s><b>MOwx</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/h67vasEOCO"">pic.twitter.com/h67vasEOCO</a></p>",0,1,0,,,,2,Flash flooding could become quite a concern in southwestern MO this evening and overnight. #MOwxpic.twitter.com/h67vasEOCO,2019-07-21 23:58:50,1563753530,1153091999072968709,/WeatherEbner/status/1153091999072968709,380564046,WeatherEbner
36,YesBut,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Water is essential for life. Can I <strong>flood</strong> your basement with with?</p>",0,0,3,,,,0,Water is essential for life. Can I flood your basement with with?,2019-07-21 23:58:45,1563753525,1153091978361528322,/YesBut14/status/1153091978361528322,1103637766888255489,YesBut14
37,⚰Ded⚰,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Everybody ok with me taking things a bit slower with this latest pic? 

When I cant figure shit out I stress myself by imagining a non existent deadline and then feelings of failure  <strong>flood</strong> over me. 

Anyways Joker pic comin soon <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/9EgN4H8FyW"">pic.twitter.com/9EgN4H8FyW</a></p>",0,1,1,,,,0,"Everybody ok with me taking things a bit slower with this latest pic? 

When I cant figure shit out I stress myself by imagining a non existent deadline and then feelings of failure  flood over me. 

Anyways Joker pic comin soon pic.twitter.com/9EgN4H8FyW",2019-07-21 23:58:41,1563753521,1153091959843622912,/DedEyeLewdles/status/1153091959843622912,1138516398555181056,DedEyeLewdles
38,KIT,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">meme bout joshlia-bea alonzo-gerald &amp; manny pacquiao are <strong>flooding</strong> my timeline halp.</p>",0,5,1,,,,0,meme bout joshlia-bea alonzo-gerald & manny pacquiao are flooding my timeline halp.,2019-07-21 23:58:33,1563753513,1153091925571883008,/kiethy_fairy/status/1153091925571883008,3314816540,kiethy_fairy
39,Wave to Wellness,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">F*ck Cancer.

Last night I attended Gone Country, a night of country music and individuals coming together to enjoy good company but most of all raise funds for cancer. 
As I held this piece of chalk memories of close friends, family and countless patients came <strong>flooding</strong> in. … <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/noCcq47MFU"">pic.twitter.com/noCcq47MFU</a></p>",0,0,0,,,,0,"F*ck Cancer.

Last night I attended Gone Country, a night of country music and individuals coming together to enjoy good company but most of all raise funds for cancer. 
As I held this piece of chalk memories of close friends, family and countless patients came flooding in. … pic.twitter.com/noCcq47MFU",2019-07-21 23:58:32,1563753512,1153091923428741120,/WaveWellness/status/1153091923428741120,1047300644401364992,WaveWellness
40,Coquillon.D,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Flood</strong> gates of Abundance is open. Awake I say...look into my eyes do you see the burning desire 4 self freedom.well do you? If so give me mine ...the universe within.<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/global?src=hash""><s>#</s><b>global</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/news?src=hash""><s>#</s><b>news</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/vibe?src=hash""><s>#</s><b>vibe</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/wealth?src=hash""><s>#</s><b>wealth</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/boss?src=hash""><s>#</s><b>boss</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/awake?src=hash""><s>#</s><b>awake</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/thinker?src=hash""><s>#</s><b>thinker</b></a>… <a class=""twitter-timeline-link"" data-expanded-url=""https://www.instagram.com/p/B0MoFDQJ7ZI/?igshid=otx0sgyur98f"" dir=""ltr"" href=""https://t.co/dD761co49V"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.instagram.com/p/B0MoFDQJ7ZI/?igshid=otx0sgyur98f""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">instagram.com/p/B0MoFDQJ7ZI/</span><span class=""invisible"">?igshid=otx0sgyur98f</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,Flood gates of Abundance is open. Awake I say...look into my eyes do you see the burning desire 4 self freedom.well do you? If so give me mine ...the universe within.#global #news #vibe #wealth #boss #awake #thinker… https://www.instagram.com/p/B0MoFDQJ7ZI/?igshid=otx0sgyur98f …,2019-07-21 23:58:27,1563753507,1153091900401967104,/NumbersStatus/status/1153091900401967104,47903159,NumbersStatus
41,Why?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">PENNSYLVANIAN
Notable for further intrusion of epicontinental seas.
""Further intrusion of epicontinental seas,"" is a way of saying ""global <strong>flood</strong>,"" without using the words ""global <strong>flood</strong>."" 
<a class=""twitter-timeline-link"" data-expanded-url=""https://www.mattysparadigm.org/august-10th/"" dir=""ltr"" href=""https://t.co/V9789DCGfa"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.mattysparadigm.org/august-10th/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">mattysparadigm.org/august-10th/</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a>
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/geology?src=hash""><s>#</s><b>geology</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/science?src=hash""><s>#</s><b>science</b></a></p>",0,0,0,,,,0,"PENNSYLVANIAN
Notable for further intrusion of epicontinental seas.
""Further intrusion of epicontinental seas,"" is a way of saying ""global flood,"" without using the words ""global flood."" 
https://www.mattysparadigm.org/august-10th/ 
#geology #science",2019-07-21 23:58:24,1563753504,1153091890205646848,/BibliosBlood/status/1153091890205646848,714448197779910657,BibliosBlood
42,Sirigaita foi Cancelada,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""pt"">Vai ter <strong>flood</strong> pois amei esse dia
Sentindo-se Nicki Minaj reflexivah em torre malakoff <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/yBxDiBBEWV"">pic.twitter.com/yBxDiBBEWV</a></p>",0,7,2,,,,0,"Vai ter flood pois amei esse dia
Sentindo-se Nicki Minaj reflexivah em torre malakoff pic.twitter.com/yBxDiBBEWV",2019-07-21 23:58:18,1563753498,1153091866310696960,/sirigaitaBispo/status/1153091866310696960,1119809131555315712,sirigaitaBispo
43,Patriot Farmer,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">How do you water your <strong>flood</strong> ground?

Retweet’s and comments appreciated.    Thanks</p>",0,0,1,,,,0,"How do you water your flood ground?

Retweet’s and comments appreciated.    Thanks",2019-07-21 23:58:09,1563753489,1153091825680441344,/sevendollarcorn/status/1153091825680441344,806672338716606473,sevendollarcorn
44,Patriku Karanja,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">July offer.. Light up your compound with our 10w <strong>flood</strong> light July 2019 offer. Energy efficient IP66 LEDs. Hurry while stocks last. Don't get locked out of this deal... Only a few days remaining! @ Nairobi, Kenya <a class=""twitter-timeline-link"" data-expanded-url=""https://www.instagram.com/p/B0MrP9mANid/?igshid=1ibn2ov44i6j1"" dir=""ltr"" href=""https://t.co/4HPVdyGLNU"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.instagram.com/p/B0MrP9mANid/?igshid=1ibn2ov44i6j1""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">instagram.com/p/B0MrP9mANid/</span><span class=""invisible"">?igshid=1ibn2ov44i6j1</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,"July offer.. Light up your compound with our 10w flood light July 2019 offer. Energy efficient IP66 LEDs. Hurry while stocks last. Don't get locked out of this deal... Only a few days remaining! @ Nairobi, Kenya https://www.instagram.com/p/B0MrP9mANid/?igshid=1ibn2ov44i6j1 …",2019-07-21 23:57:57,1563753477,1153091775596244993,/Patrikukaranja/status/1153091775596244993,2190208553,Patrikukaranja
45,Robert Glas,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Agreed, when one considers rivers such as the Delaware, Hudson, James, Potomac which have tidal interaction meaning they both ebb and <strong>flood</strong>; the analogies sound cool, yet are erroneous.</p>",0,0,0,,,,1,"Agreed, when one considers rivers such as the Delaware, Hudson, James, Potomac which have tidal interaction meaning they both ebb and flood; the analogies sound cool, yet are erroneous.",2019-07-21 23:57:42,1563753462,1153091714762137601,/GlasNav/status/1153091714762137601,245059325,GlasNav
46,Patriku Karanja,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">July offer.. Light up your compound with our 10w <strong>flood</strong> light July 2019 offer. Energy efficient IP66 LEDs. Hurry while stocks last. Don't get locked out of this deal... Only a few days remaining! @ Nairobi, Kenya <a class=""twitter-timeline-link"" data-expanded-url=""https://www.instagram.com/p/B0MrP9mANid/?igshid=1ht55qfxokm76"" dir=""ltr"" href=""https://t.co/JU8gFErUgQ"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.instagram.com/p/B0MrP9mANid/?igshid=1ht55qfxokm76""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">instagram.com/p/B0MrP9mANid/</span><span class=""invisible"">?igshid=1ht55qfxokm76</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,"July offer.. Light up your compound with our 10w flood light July 2019 offer. Energy efficient IP66 LEDs. Hurry while stocks last. Don't get locked out of this deal... Only a few days remaining! @ Nairobi, Kenya https://www.instagram.com/p/B0MrP9mANid/?igshid=1ht55qfxokm76 …",2019-07-21 23:57:36,1563753456,1153091686404382721,/Patrikukaranja/status/1153091686404382721,2190208553,Patrikukaranja
47,Coquillon.D,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Flood</strong> gates of Abundance is open. Awake I say...look into my eyes do you see the burning desire 4 self freedom.well do you? If so give me mine ...the Beast within.<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/global?src=hash""><s>#</s><b>global</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/news?src=hash""><s>#</s><b>news</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/vibe?src=hash""><s>#</s><b>vibe</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/wealth?src=hash""><s>#</s><b>wealth</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/boss?src=hash""><s>#</s><b>boss</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/awake?src=hash""><s>#</s><b>awake</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/thinker?src=hash""><s>#</s><b>thinker</b></a>… <a class=""twitter-timeline-link"" data-expanded-url=""https://www.instagram.com/p/B0MoFDQJ7ZI/?igshid=1m8xjowbxl0j0"" dir=""ltr"" href=""https://t.co/DGeQnvbEXy"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.instagram.com/p/B0MoFDQJ7ZI/?igshid=1m8xjowbxl0j0""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">instagram.com/p/B0MoFDQJ7ZI/</span><span class=""invisible"">?igshid=1m8xjowbxl0j0</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,Flood gates of Abundance is open. Awake I say...look into my eyes do you see the burning desire 4 self freedom.well do you? If so give me mine ...the Beast within.#global #news #vibe #wealth #boss #awake #thinker… https://www.instagram.com/p/B0MoFDQJ7ZI/?igshid=1m8xjowbxl0j0 …,2019-07-21 23:57:24,1563753444,1153091635997270016,/NumbersStatus/status/1153091635997270016,47903159,NumbersStatus
